id,category,brand_name,effective_time,purpose,indications_and_usage,active_ingredient,inactive_ingredient,dosage_and_administration,warnings
6e23c9d9-820e-00b0-e053-2991aa0a9bfc,cough,Jakemans Throat and Chest Cherry,2018-06-08,"Uses Temporarily relieves cough due to minor throat and brochial irritation occurring with the common cold or inhaled irritants. occasional minor irritation, pain, sore mouth, and sore throat.","Ask a doctor before use if you have persistent or chronic cough as occurs with smoking, asthma or emphysema. cough that occurs with excessive phlegm (mucus).",Drug Facts Active Ingredient (in each lozenge)...Purpose Menthol 5mg.........Antitussive (cough suppressant) / oral anesthetic,"Inactive Ingredients carmine (color), glucose syrup, lactic acid, natural flavor, sodium lactate, sugar, water.",Directions adults and children 2 years and over dissolve lozenge slowly in the mouth. Repear every 2 hours as needed or as directed by a doctor. children under 2 years of age ask a doctor.,"Warnings Sore throat warning. If sore throat is severe, persists more than 2 days, is accompanied or followed by fever, headache, rash, swelling, nausea, or vomiting, consult a doctor promptly."
7e2d25f2-7ac6-6f97-e053-2991aa0a34c2,cough,PHOSPHORUS,2018-12-29,COUGH OR CHEST CONGESTION,COUGH OR CHEST CONGESTION,PHOSPHORUS 6X,In a base of Acacia Gum and Lactose N.F.,Directions Adults: Dissolve 4 tablets under tongue 4 times a day. Children: Consult a healthcare professional,"Warnings Do not use if cap band is missing or broken. If you are pregnant or nursing, consult a licensed health care professional before using this product. If symptoms persist for 7 days or worsen, contact a licensed practitioner. To be used according to label indications and/or standard homeopathic indications Keep this and all medicines out of the reach of children."
7e552f4d-d031-916e-e053-2991aa0a2cc1,cough,Original Extra Strong All Natural Fishermans Friend Menthol Cough Suppressant,2018-12-31,Purpose Cough suppressant/oral anesthetic,Uses temporarily relieves cough due to minor throat and bronchial irritation occurring with the common cold or inhaled irritants occasional minor sore throat,Active ingredient (in each lozenge) Menthol 10 mg,"Inactive ingredients capsicum, dextrin, eucalyptus oil, natural licorice, sugar, tragacanth","Directions adults and children 2 to under 12 years of age: allow lozenge to dissolve slowly in the mouth may be repeated every hour as needed for cough, or every 2 hours as needed for sore throat, or as directed by a doctor children under 2 years of age: consult a doctor","Warnings Do not take this product for persistent or chronic cough such as occurs with smoking, asthma, emphysema, or if cough is accompanied by excessive phlegm (mucus) unless directed by a doctor. If sore throat is severe or persists more than 2 days accompanied by headache, nausea, and vomiting, contact a doctor right away. If sore mouth symptoms do not improve in 7 days, see your dentist of doctor promptly. Keep out of reach of children."
7e56309f-6be9-8744-e053-2991aa0a96ba,cough,Pressure and Pain PE plus Cough,2018-12-31,Active ingredients (in each caplet) Purpose Acetaminophen 325 mg Pain reliever/fever reducer Dextromethorphan HBr 10 mg Cough suppressant Phenylephrine HCl 5 mg Nasal decongestant,Uses temporarily relieves these common cold/flu symptoms: sinus congestion and pressure nasal congestion cough sore throat minor aches and pains headache promotes nasal and sinus drainage temporarily reduces fever,Active ingredients (in each caplet) Purpose Acetaminophen 325 mg Pain reliever/fever reducer Dextromethorphan HBr 10 mg Cough suppressant Phenylephrine HCl 5 mg Nasal decongestant,"Inactive ingredients colloidal silicon dioxide, croscarmellose sodium, crospovidone, magnesium stearate, microcrystalline cellulose, polyethylene glycol, polyvinyl alcohol, povidone, pregelatinized starch, stearic acid, talc, titanium dioxide",Directions do not take more than directed (see overdose warning ) adults and children 12 years and over take 2 caplets every 4 hours do not take more than 10 caplets in 24 hours children under 12 years ask a doctor,"Warnings Liver warning This product contains acetaminophen. The maximum daily dose of this product is 10 caplets (3,250 mg acetaminophen) in 24 hours. Severe liver damage may occur if you take more than 4,000 mg of acetaminophen in 24 hours with other drugs containing acetaminophen 3 or more alcoholic drinks every day while using this product Allergy alert acetaminophen may cause severe skin reactions. Symptoms may include: skin reddening blisters rash If a skin reaction occurs, stop use and seek medical help right away. Sore throat warning If sore throat is severe, persists for more than 2 days, is accompanied or followed by fever, headache, rash, nausea, or vomiting, consult a doctor promptly. Do not use with any other drug containing acetaminophen (prescription or nonprescription). If you are not sure whether a drug contains acetaminophen, ask a doctor or pharmacist. if you are now taking a prescription monoamine oxidase inhibitor (MAOI) (certain drugs for depression, psychiatric, or emotional conditions, or Parkinson's disease), or for 2 weeks after stopping the MAOI drug. If you do not know if your prescription drug contains an MAOI, ask a doctor or pharmacist before taking this product. if you have ever had an allergic reaction to this product or any of its ingredients Ask a doctor before use if you have liver disease heart disease high blood pressure thyroid disease diabetes trouble urinating due to an enlarged prostate gland persistent or chronic cough such as occurs with smoking, asthma, or emphysema cough that occurs with too much phlegm (mucus) Ask a doctor or pharmacist before use if you are taking the blood thinning drug warfarin When using this product do not exceed recommended dosage Stop use and ask a doctor if nervousness, dizziness, or sleeplessness occur pain, nasal congestion, or cough gets worse or lasts more than 7 days fever gets worse or lasts more than 3 days redness or swelling is present new symptoms occur cough comes back or occurs with rash or headache that lasts These could be signs of a serious condition. If pregnant or breast-feeding, ask a health professional before use. Keep out of reach of children. Overdose warning In case of overdose, get medical help or contact a Poison Control Center right away (1-800-222-1222). Quick medical attention is critical for adults as well as for children even if you do not notice any signs or symptoms."
7d13f3dd-a46f-699a-e053-2a91aa0a133d,cough,LOBELIA INFLATA,2018-12-15,COUGH OR HAY FEVER,COUGH OR HAY FEVER,LOBELIA INFLATA 6X,In a base of Acacia Gum and Lactose N.F.,Directions Adults: Dissolve 4 tablets under tongue 4 times a day. Children: Consult a healthcare professional,"Warnings Do not use if cap band is missing or broken. If you are pregnant or nursing, consult a licensed health care professional before using this product. If symptoms persist for 7 days or worsen, contact a licensed practitioner. Keep this and all medicines out of the reach of children. To be used according to label indications and/or standard homeopathic indications."
7da03f13-40d8-539f-e053-2a91aa0a2f09,cough,ANTIMONIUM,2018-12-22,COUGHS WITH MUCUS IN CHEST,COUGHS WITH MUCUS IN CHEST COUGHS WITH MUCUS IN CHEST,ANTIMONIUM TART. 30X,In a base of Acacia Gum and Lactose N.F.,Directions Adults: Dissolve 4 tablets under tongue 4 times a day. Children: Consult a healthcare professional.,"Warnings Do not use if cap band is missing or broken. If you are pregnant or nursing, consult a licensed health care professional before using this product. If symptoms persist for 7 days or worsen, contact a licensed practitioner. KEEP THIS AND ALL MEDICINES OUT OF THE REACH OF CHILDREN. To be used according to label indications and/or standard homeopathic indications."
89602a7f-1c67-4839-94f2-e14185368c7b,cough,ALLERGY NEW ENGLAND MIX,2020-04-01,"Uses : Temporarily relieves sneezing, watery-itchy eyes, coughing, nasal congestion, runny nose &/or other symptoms related to outdoor allergies**.","Uses : Temporarily relieves sneezing, watery-itchy eyes, coughing, nasal congestion, runny nose &/or other symptoms related to outdoor allergies.**","Active Ingredients - equal amounts of : Birch Mix 6X, Common Mugwort 6X, English Plantain 6X, Maple Mix, Oak Mix #2 6X, Pigweed Mix 6X, Pine Mix 6X, Ragweed Mix #2 6X, Red Cedar 6X, Red Mulberry 6X, Sheep Sorrel 6X, White Popular 6X.","Inactive Ingredients: Citric Acid, Ethyl Alcohol USP, Glycerin USP, Purified Water.","Directions: Adults & children above 12 years, spray 2 full sprays under the tongue 3 times daily, or as directed by a health care professional.","WARNINGS: Consult a physician for use in children under 12 years of age. IF PREGNANT OR BREAST-FEEDING, ask a health care professional before use. KEEP OUT OF THE REACH OF CHILDREN. In case of overdose (or accidental ingestion) get medical help or contact a Poison Control Center right away. Do not us if TAMPER EVIDENT seal is broken or missing."
95ac8ac5-bcef-35cc-e053-2995a90aedf4,cough,sugar free menthol cough drops,2019-10-24,Purpose Cough suppressant / Oral anesthetic,Uses temporarily relieves: cough as may occur with a cold occasional minor irritation and sore throat,Active ingredient (in each drop) Menthol 5.8 mg,"Inactive ingredients: acesulfame potassium (non-nutritive sweetener), corn starch, eucalyptus oil, FD&C blue no. 1, FD&C red no. 40, glycerin, gum arabic, isomalt, maltitol syrup, medium chain triglycerides, natural and artificial flavors, potassium sorbate, soybean oil, sucralose (non-nutritive sweetener), and water.",Directions adults and children 5 years and over - dissolve 1 lozenge slowly in mouth. Repeat every 2 hours as needed or as directed by a doctor. children under 5 years - ask a doctor,"Warnings Sore throat warning: if sore throat is severe, persists for more than 2 days, is accompanied or followed by fever, headache, rash, swelling, nausea, or vomiting, consult a doctor promptly. If sore mouth symptoms do not improve in 7 days, see your dentist or doctor promptly. These symptoms may be serious."
964330f7-e679-49a6-b767-2dfc04be911f,cough,Umcka FastActives Berry,2020-10-09,"Purpose: Shortens duration and reduces severity of symptoms associated with the common cold and throat/sinus/bronchial infections, and temporarily relieves flu symptoms: chills/fever, congestion/stuffy nose, cough, headache, hoarseness, minor aches/pains, sneezing/runny nose, and sore throat.","Indications and Usage: Shortens duration and reduces severity of symptoms associated with the common cold and throat/sinus/bronchial infections, and temporarily relieves flu symptoms: chills/fever, congestion/stuffy nose, cough, headache, hoarseness, minor aches/pains, sneezing/runny nose, and sore throat.",Active Ingredient PELARGONIUM SIDOIDES 1X ACONITUM NAPELLUS 4X EUCALYPTUS GLOBULUS 2X BRYONIA 4X EUPATORIUM PERFOLIATUM 6X GELSEMIUM SEMPERVIRENS 4X IPECACUANHA 3X PHOSPHORUS 6X Inactive Ingredients CITRIC ACID ETHYL ALCOHOL LACTOSE MONOHYDRATE MALIC ACID MALTODEXTRIN NATURAL BERRY FLAVORS SILICA XYLITOL,Inactive Ingredients CITRIC ACID ETHYL ALCOHOL LACTOSE MONOHYDRATE MALIC ACID MALTODEXTRIN NATURAL BERRY FLAVORS SILICA XYLITOL,"Dosage and Administration: Nature's Way Brand: Directions: Tear packet open, pour contents into mouth and swallow. For best results, use at first sign of symptoms and continue to use for an additional 48 hours after symptoms cease. Adults and children 12 years of age and older: take contents of 1 packet 4-5 times daily. Children 6-11 years of age: take contents of 1 packet 2-4 times daily. Children under 6 years of age: consult a physician. Indications and Usage: Shortens duration and reduces severity of symptoms associated with the common cold and throat/sinus/bronchial infections, and temporarily relieves flu symptoms: chills/fever, congestion/stuffy nose, cough, headache, hoarseness, minor aches/pains, sneezing/runny nose, and sore throat. Purpose: Shortens duration and reduces severity of symptoms associated with the common cold and throat/sinus/bronchial infections, and temporarily relieves flu symptoms: chills/fever, congestion/stuffy nose, cough, headache, hoarseness, minor aches/pains, sneezing/runny nose, and sore throat.","Warnings Sore throat warning : Severe or persistent sore throat for more than 2 days of if accompanied by high fever, headache, nausea, vomiting, or rash may be serious. Consult a physician promptly."
9da6498e-263c-46bc-8433-9e1b4667a728,cough,night time cough relief,2019-12-05,Purpose Cough suppressant Antihistamine,Uses temporarily relieves cold symptoms: • cough due to minor throat and bronchial irritation • runny nose and sneezing,Active ingredients (in each 30 mL) Dextromethorphan HBr 30 mg Doxylamine succinate 12.5 mg,"Inactive ingredients alcohol, anhydrous citric acid, FD&C blue no. 1, FD&C red no. 40, flavor, high fructose corn syrup, polyethylene glycol, propylene glycol, purified water, saccharin sodium, sodium citrate",Directions • take only as directed • only use the dose cup provided • do not exceed 4 doses per 24 hrs adults & children 12 yrs & over 30 mL every 6 hrs children 4 to under 12 yrs ask a doctor children under 4 yrs do not use,"Warnings Do not use • if you are now taking a prescription monoamine oxidase inhibitor (MAOI) (certain drugs for depression, psychiatric, or emotional conditions, or Parkinson’s disease), or for 2 weeks after stopping the MAOI drug. If you do not know if your prescription drug contains an MAOI, ask a doctor or pharmacist before taking this product. Ask a doctor before use if you have • glaucoma • cough that occurs with too much phlegm (mucus) • a breathing problem such as emphysema or chronic bronchitis • persistent or chronic cough as occurs with smoking, asthma, or emphysema • trouble urinating due to an enlarged prostate gland Ask a doctor or pharmacist before use if you are taking sedatives or tranquilizers When using this product • excitability may occur, especially in children • may cause marked drowsiness • avoid alcoholic drinks • be careful when driving a motor vehicle or operating machinery • alcohol, sedatives, and tranquilizers may increase drowsiness Stop use and ask a doctor if cough persists for more than 1 week, tends to recur, or is accompanied by fever, rash, or persistent headache. A persistent cough may be a sign of a serious condition. If pregnant or breast-feeding, ask a health professional before use. Keep out of reach of children. In case of overdose, get medical help or contact a Poison Control Center right away (1-800-222-1222)."
a31a975e-182e-4d4b-9eaa-26432b729e3c,cough,Daytime Mucus Relief Severe Cold and Nighttime Cold and Flu Maximum Strength,2019-10-25,Purpose for Daytime Pain reliever/fever reducer Cough suppressant Expectorant Nasal decongestant,Uses DAYTIME temporarily relieves these common cold and flu symptoms headache nasal congestion sore throat cough minor aches and pains helps loosen phlegm (mucus) and thin bronchial secretions to rid the bronchial passageways of bothersome mucus and make coughs more productive temporarily reduces fever NIGHTTIME temporarily relieves these common cold and flu symptoms cough headache minor aches and pains sore throat nasal congestion runny nose and sneezing controls cough to help you get to sleep temporarily reduces fever,Active ingredients in Daytime (in each softgel) Acetaminophen 325 mg Dextromethorphan HBr 10 mg Guaifenesin 200 mg Phenylephrine HCl 5 mg,"Inactive ingredients DAYTIME FD&C red #40, FD&C yellow #6, gelatin, glycerin, polyethylene glycol, povidone, propylene glycol, purified water, sorbitan, sorbitol, titanium dioxide NIGHTTIME D&C yellow #10, FD&C blue #1, gelatin, glycerin, polyethylene glycol, povidone, propylene glycol, purified water, shellac, sodium hydroxide, sorbitan*, sorbitol, titanium dioxide","Directions DAYTIME do not take more than directed (see Overdose warning) do not take more than 12 softgels (Daytime and NightTime) in any 24-hour period adults and children 12 years of age and older: take 2 softgels every 4 hours children under 12 years of age: do not use when using other Daytime or Nighttime products, carefully read each label to ensure correct dosing NIGHTTIME do not take more than directed (see Overdose warning) do not take more than 12 softgels (Daytime and Nighttime) in any 24-hour period adults and children 12 years of age and older: take 2 softgels every 4 hours children under 12 years of age: do not use when using other Daytime or Nighttime products, carefully read each label to ensure correct dosing","Warnings DAYTIME and NIGHTTIME Liver warning: These products contain acetaminophen. Severe liver damage may occur if you take: more than 4,000 mg of acetaminophen in 24 hours with other drugs containing acetaminophen 3 or more alcoholic drinks every day while using this product Allergy alert : Acetaminophen may cause severe skin reactions. Symptoms may include: skin reddening blisters rash If a skin reaction occurs, stop use and seek medical help right away Sore throat warning : If sore throat is severe, persists for more than 2 days, is accompanied or followed by fever, headache, rash, nausea, or vomiting, consult a doctor promptly. Do not use DAYTIME and NIGHTTIME with any other drug containing acetaminophen (prescription or nonprescription). If you are not sure whether a drug contains acetaminophen, ask a doctor or pharmacist. if you are now taking a prescription monoamine oxidase inhibitor (MAOI) (certain drugs for depression, psychiatric or emotional conditions, or Parkinson’s disease), or for 2 weeks after stopping the MAOI drug. If you do not know if your prescription drug contains an MAOI, ask a doctor or pharmacist before taking this product. Ask a doctor before use if you have DAYTIME liver disease diabetes high blood pressure heart disease thyroid disease trouble urinating due to an enlarged prostate gland a persistent or chronic cough such as occurs with smoking, asthma, chronic bronchitis, or emphysema cough that occurs with too much phlegm (mucus) NIGHTTIME liver disease diabetes high blood pressure heart disease glaucoma thyroid disease trouble urinating due to an enlarged prostate gland a breathing problem or chronic cough that lasts or as occurs with smoking, asthma, chronic bronchitis, or emphysema cough that occurs with too much phlegm (mucus Ask a doctor or pharmacist before use if you are DAYTIME taking the blood thinning drug warfarin NIGHTTIME taking the blood thinning drug warfarin taking sedatives or tranquilizers When using this product, DAYTIME do not use more than directed NIGHTTIME do not use more than directed excitability may occur, especially in children marked drowsiness may occur avoid alcoholic drinks alcohol, sedatives, and tranquilizers may increase drowsiness be careful when driving a motor vehicle or operating machinery Stop use and ask a doctor if DAYTIME and NIGHTTIME nervousness, dizziness, or sleeplessness occur pain, nasal congestion, or cough gets worse or lasts more than 7 days fever gets worse or lasts more than 3 days redness or swelling is present new symptoms occur cough comes back or occurs with rash or headache that lasts. These coukld be signs of a serious condition. If pregnant or breast-feeding, DAYTIME and NIGHTTIME ask a health professional before use. Keep out of reach of children. DAYTIME and NIGHTTIME Overdose warning : Taking more than the recommended dose can cause liver damage. In case of overdose, get medical help or contact a Poison Control Center (1-800-222-1222) right away. Quick medical attention is critical for adults as well as for children even if you do not notice any signs or symptoms."
b1a79f17-57e8-9cf5-e053-2a95a90a428e,cough,"Acetaminophen, Guaifenesin, Dextromethorphan HBr, Phenylephrine HCl",2020-10-14,Pain reliever/fever reducer Cough suppressant Expectorant Nasal decongestant,Temporarily relieves common cold/flu symptoms: Nasal congestion Sinus congestion & pressure Cough due to minor throat & bronchial irritation Minor aches & pain Headache Fever Sore throat Reduces swelling of nasal passages Temporarily restore freer breathing through the nose Promotes nasal and/or sinus drainage Helps loosen phlegm (mucus) and thin bronchial secretions to rid the bronchial passageways of bothersome mucus and make coughs more productive.,Acetaminophen 325mg Dextromethorphan HBr 10mg Guaifenesin 200mg Phenylephrine HCl 5mg,"FD&C red #40, FD&C yellow #6, gelatin, glycerin, polyethylene glycol, povidone, propylene glycol, purified water, sorbitol sorbitan solution, titanium dioxide","Take only as directed (See overdose warning) Do not exceed 4 doses per 24-hours Adults and children 12 years and over: take 2 softgels with water every 4 hours Children 4 to under 12 years: ask a doctor When using other Nighttime or Daytime products, carefully read each label to ensure correct dosing","Liver warning: This product contains acetaminophen. Severe liver damage may occur if you take more than 4 doses in 24 hours, which is the maximum daily amount for this product with other drugs contains acetaminophen 3 or more alcoholic drinks every day while using this product. Allergy alert: Acetaminophen may cause severe skin reactions. Symptoms may include: skin reddening blisters rash If a skin reaction occurs, stop use and seek medical help right away. Sore throat warning: if sore throat is severe, persists for more than 2 days, is accompanied or followed by fever, headache, rash, nausea, or vomiting, consult doctor promptly Do not use: with any other drug containing acetaminophen (prescription or nonprescription). If you are not sure whether a drug contains acetaminophen, ask a doctor or pharmacist If you are now taking a prescription monoamine oxidase inhibitor (MAOI) (certain drugs for depression, psychiatric, or emotional conditions, or Parkinson’s disease), or for 2 weeks after stopping the MAOI drug. If you do not know if your prescription drug contains an MAOI, ask a doctor or pharmacist before taking this product. Ask a doctor before use if you have: Liver disease High blood pressure Thyroid disease Diabetes Trouble urinating due to enlarged prostate gland Cough that occurs with too much phlegm (mucus) Persistent or chronic cough such as occurs with smoking, asthma, chronic bronchitis, or emphysema Ask a doctor or pharmacist before use if you are taking the blood thinning drug warfarin. When using this product, do not use more than directed. Stop use and ask a doctor if: You get nervous, dizzy, or sleepless Pain, nasal congestion, or cough gets worse or lasts more than 7 days Fever gets worse or last more than 3 days Redness or swelling is present New symptoms occur Cough comes back or occurs with rash or headache that lasts These could be signs of a serious condition. If pregnant or breast-feeding: ask a health professional before use. Keep out of reach of children."
b76af010-293b-6613-e053-2995a90ab417,cough,Eriodictyon californicum,2020-12-26,USES To relieve the symptoms of cough.,INDICATIONS Indications: ERIODICTYON Cough,ACTIVE INGREDIENTS ERIODICTYON,INACTIVE INGREDIENTS Sucrose/Lactose,DIRECTIONS Adults: Dissolve 3 to 5 under the tongue three times a day or as directed by Lic. Practitioner. Take at greater intervals as condition subsides. Children: Dissolve 3 to 5 under the tongue three times a day or as directed by Lic. Practitioner. Take at greater intervals as condition subsides.,"STOP USE AND ASK DOCTOR If symptoms persist/worsen or if pregnant/nursing, stop use and consult your practitioner."
b7edb0e0-abc4-4a5a-ada3-a93e809017ea,cough,wal flu severe cold and cough,2019-12-30,Purposes Pain reliever/fever reducer Antihistamine/cough suppressant Nasal decongestant,"Uses • temporarily relieves these symptoms due to a cold: • minor aches and pains • minor sore throat pain • headache • nasal and sinus congestion • runny nose • sneezing • itchy nose or throat • itchy, watery eyes due to hay fever • cough due to minor throat and bronchial irritation • temporarily reduces fever",Active ingredients (in each packet) Acetaminophen 650 mg Diphenhydramine HCl 25 mg Phenylephrine HCl 10 mg,"Inactive ingredients acesulfame potassium, anhydrous citric acid, aspartame, colloidal silicon dioxide, D&C yellow #10, FD&C blue #1, FD&C red #40, flavors, maltodextrin, pregelatinized starch, sodium citrate, sucrose, tribasic calcium phosphate","Directions • do not use more than directed (see overdose warning) • take every 4 hours, while symptoms persist. Do not take more than 5 packets in 24 hours unless directed by a doctor. Age Dose adults and children 12 years of age and over one packet children under 12 years of age do not use • dissolve contents of one packet into 8 oz. hot water: sip while hot. Consume entire drink within 10-15 minutes. • if using a microwave, add contents of one packet to 8 oz. of cool water: stir briskly before and after heating. Do not overheat.","Warnings Liver warning: This product contains acetaminophen. Severe liver damage may occur if you take • more than 4,000 mg of acetaminophen in 24 hours • with other drugs containing acetaminophen • 3 or more alcoholic drinks every day while using this product Allergy alert: Acetaminophen may cause severe skin reactions. Symptoms may include: • skin reddening • blisters • rash If a skin reaction occurs, stop use and seek medical help right away. Sore throat warning: If sore throat is severe, persists for more than 2 days, is accompanied or followed by fever, headache, rash, nausea, or vomiting, consult a doctor promptly. Do not use • in a child under 12 years of age • if you have ever had an allergic reaction to this product or any of its ingredients • with any other drug containing acetaminophen (prescription or nonprescription). If you are not sure whether a drug contains acetaminophen, ask a doctor or pharmacist. • with any other product containing diphenhydramine, even one used on skin • if you are now taking a prescription monoamine oxidase inhibitor (MAOI) (certain drugs for depression, psychiatric, or emotional conditions, or Parkinson’s disease), or for 2 weeks after stopping the MAOI drug. If you do not know if your prescription drug contains an MAOI, ask a doctor or pharmacist before taking this product. Ask a doctor before use if you have • liver disease • heart disease • high blood pressure • thyroid disease • diabetes • glaucoma • trouble urinating due to an enlarged prostate gland • a breathing problem such as emphysema or chronic bronchitis • cough that occurs with too much phlegm (mucus) • cough that lasts or is chronic such as occurs with smoking, asthma, or emphysema Ask a doctor or pharmacist before use if you are • taking sedatives or tranquilizers • taking the blood thinning drug warfarin When using this product • do not exceed recommended dosage • avoid alcoholic drinks • marked drowsiness may occur • alcohol, sedatives, and tranquilizers may increase drowsiness • be careful when driving a motor vehicle or operating machinery • excitability may occur, especially in children Stop use and ask a doctor if • nervousness, dizziness, or sleeplessness occurs • fever gets worse or lasts more than 3 days • redness or swelling is present • new symptoms occur • pain, cough or nasal congestion gets worse or lasts more than 7 days • cough comes back or occurs with rash or headache that lasts. These could be signs of a serious condition. If pregnant or breast-feeding, ask a health professional before use. Keep out of reach of children. Overdose warning: In case of overdose, get medical help or contact a Poison Control Center right away (1-800-222-1222). Prompt medical attention is critical for adults as well as for children even if you do not notice any signs or symptoms."
d35a845f-bc69-40fa-9e26-8ce841b1d5e9,cough,Cold and Flu Nighttime,2019-10-17,Purposes Pain reliever/fever reducer Cough suppressant Antihistamine,Uses temporarily relieves common cold/flu symptoms: minor aches and pains headache sore throat fever runny nose and sneezing cough due to minor throat and bronchial irritation,Active ingredients (in each 30 mL) Acetaminophen 650 mg Dextromethorphan HBr 30 mg Doxylamine succinate 12.5 mg,"Inactive ingredients acesulfame potassium, alcohol, citric acid, D&C yellow #10, FD&C green #3, FD&C yellow #6,, flavor,high fructose corn syrup, polyethylene glycol, propylene glycol, purified water, saccharin sodium, sodium citrate","Directions do not take more than directed (see Overdose warning) do not take more than 6 doses in any 24-hours period measure only with dosing cup provided. Do not use any other dosing device. mL= milliliter keep dosing cup with product adults and children 12 years and over: 30 mL every 6 hours children under 12 years of age: do not use When using other Day Time or Night Time products, carefully read each label to ensure correct dosing","Warnings Liver warning: This product contains acetaminophen. Severe liver damage may occur if you take more than 4,000 mg of acetaminophen in 24 hours with other drugs containing acetaminophen 3 or more alcoholic drinks every day while using this product Allergy alert : Acetaminophen may cause severe skin reactions. Symptoms may include: skin reddening blisters rash If a skin reaction occurs, stop use and seek medical help right away. Sore throat warning : If sore throat is severe, persists for more than 2 days, is accompanied or followed by fever, headache, rash, nausea, or vomiting, consult a doctor promptly. Do not use if you are now taking a prescription monoamine oxidase inhibitor (MAOI) (certain drugs for depression, psychiatric or emotional conditions, or Parkinson’s disease), or for 2 weeks after stopping the MAOI drug. If you do not know if your prescription drug contains an MAOI, ask a doctor or pharmacist before taking this product. with any other drug containing acetaminophen (prescription or non-prescription). If you are not sure whether a drug contains acetaminophen, ask a doctor or pharmacist Ask a doctor before use if you have liver disease glaucoma cough that occurs with too much phlegm (mucus) a breathing problem or chronic cough that that lasts or occurs with smoking, asthma, chronic bronchitis, or emphysema trouble urinating due to an enlarged prostate gland Ask a doctor or pharmacist before use if you are taking sedatives or tranquilizers the blood thinning drug warfarin When using this product excitability may occur, especially in children marked drowsiness may occur avoid alcoholic drinks be careful when driving a motor vehicle or operating machinery alcohol, sedatives and tranquilizers may increase drowsiness Stop use and ask a doctor if pain or cough gets worse or lasts more than 7 days new symptoms occur fever gets worse or lasts more than 3 days redness or swelling is present cough comes back or occurs with rash or headache that lasts. These could be signs of a serious condition. If pregnant or breast-feeding, ask a health professional before use. Keep out of reach of children. Overdose warning : Taking more than the recommended dose (overdose) may cause liver damage. In case of overdose, get medical help or contact a Poison Control Center (1-800-222-1222) right away. Quick medical attention is critical for adults as well as for children even if you do not notice any signs or symptoms."
cc87b567-4bca-4d88-8a19-65af756509a2,cough,Aurophen Cold Multi Symptom,2020-11-11,Purpose Pain reliever/fever reducer Cough suppressant Antihistamine Nasal decongestant,Uses temporarily relieves these common cold/flu symptoms: minor aches and pains headache sore throat nasal congestion runny nose and sneezing cough sinus congestion and pressure helps clear nasal passages relieves cough to help you sleep temporarily reduces fever,Drug Facts Active ingredients (in each 15 mL) Acetaminophen 325 mg Dextromethorphan HBr 10 mg Doxylamine succinate 6.25 mg Phenylephrine HCl 5 mg,"Inactive ingredients alcohol, anhydrous citric acid, FD & C Blue #1, flavor, glycerin, menthol, propylene glycol, purified water, sodium benzoate, sorbitol, sucralose","Directions do not take more than directed (see overdose warning) use only enclosed dosing cup designed for use with this product. Do not use any other dosing device. mL = milliliter adults and children 12 years and over take 30 mL in the dosing cup provided every 4 hours while symptoms last do not take more than 150 mL in 24 hours, unless directed by a doctor children under 12 years ask a doctor","Warnings Liver warning: This product contains acetaminophen. Severe liver damage may occur if you take more than 4,000 mg of acetaminophen in 24 hours with other drugs containing acetaminophen 3 or more alcoholic drinks every day while using this product Allergy alert: acetaminophen may cause severe skin reactions. Symptoms may include: skin reddening blisters rash. If a skin reaction occurs, stop use and seek medical help right away. Sore throat warning: If sore throat is severe, persists for more than 2 days, is accompanied or followed by fever, headache, rash, nausea, or vomiting, consult a doctor promptly."
